Slip Ratio [%],Longitudinal Force [N],Normal Load [N],Tyre Pressure [kPa],Temperature [C]
-0.127,-2518.38,1112.0,200,25
-0.127,-2495.29,1112.0,200,25
-0.127,-2478.35,1112.0,200,25
-0.126,-2468.47,1112.0,200,25
-0.125,-2471.42,1112.0,200,25
-0.123,-2488.98,1112.0,200,25
-0.121,-2516.86,1112.0,200,25
-0.119,-2547.43,1112.0,200,25
-0.116,-2564.45,1112.0,200,25
-0.115,-2565.14,1112.0,200,25
-0.114,-2558.49,1112.0,200,25
-0.113,-2544.92,1112.0,200,25
-0.112,-2534.24,1112.0,200,25
-0.111,-2517.13,1112.0,200,25
-0.109,-2495.37,1112.0,200,25
-0.108,-2470.95,1112.0,200,25
-0.106,-2452.0,1112.0,200,25
-0.105,-2445.91,1112.0,200,25
-0.104,-2452.29,1112.0,200,25
-0.103,-2470.94,1112.0,200,25
-0.103,-2495.76,1112.0,200,25
-0.102,-2519.81,1112.0,200,25
-0.102,-2534.98,1112.0,200,25
-0.101,-2535.94,1112.0,200,25
-0.101,-2524.54,1112.0,200,25
-0.1,-2506.82,1112.0,200,25
-0.1,-2490.35,1112.0,200,25
-0.099,-2469.27,1112.0,200,25
-0.097,-2445.59,1112.0,200,25
-0.096,-2421.28,1112.0,200,25
-0.095,-2400.05,1112.0,200,25
-0.095,-2392.13,1112.0,200,25
-0.094,-2392.1,1112.0,200,25
-0.092,-2402.89,1112.0,200,25
-0.089,-2417.89,1112.0,200,25
-0.088,-2432.25,1112.0,200,25
-0.086,-2437.31,1112.0,200,25
-0.084,-2434.71,1112.0,200,25
-0.084,-2424.27,1112.0,200,25
-0.084,-2417.5,1112.0,200,25
-0.084,-2400.25,1112.0,200,25
-0.083,-2377.99,1112.0,200,25
-0.084,-2353.93,1112.0,200,25
-0.083,-2333.41,1112.0,200,25
-0.083,-2319.62,1112.0,200,25
-0.083,-2316.07,1112.0,200,25
-0.082,-2321.37,1112.0,200,25
-0.08,-2329.21,1112.0,200,25
-0.078,-2338.72,1112.0,200,25
-0.076,-2346.14,1112.0,200,25
-0.075,-2345.5,1112.0,200,25
-0.075,-2341.58,1112.0,200,25
-0.074,-2332.69,1112.0,200,25
-0.074,-2318.02,1112.0,200,25
-0.073,-2289.88,1112.0,200,25
-0.071,-2251.02,1112.0,200,25
-0.07,-2214.1,1112.0,200,25
-0.068,-2186.57,1112.0,200,25
-0.066,-2173.76,1112.0,200,25
-0.065,-2176.4,1112.0,200,25
-0.065,-2191.96,1112.0,200,25
-0.065,-2213.63,1112.0,200,25
-0.064,-2232.29,1112.0,200,25
-0.063,-2237.24,1112.0,200,25
-0.063,-2232.04,1112.0,200,25
-0.062,-2214.59,1112.0,200,25
-0.061,-2186.73,1112.0,200,25
-0.059,-2151.97,1112.0,200,25
-0.058,-2112.89,1112.0,200,25
-0.056,-2085.23,1112.0,200,25
-0.054,-2066.73,1112.0,200,25
-0.054,-2065.49,1112.0,200,25
-0.054,-2070.87,1112.0,200,25
-0.053,-2081.04,1112.0,200,25
-0.053,-2085.96,1112.0,200,25
-0.052,-2088.48,1112.0,200,25
-0.05,-2078.98,1112.0,200,25
-0.048,-2057.26,1112.0,200,25
-0.047,-2028.99,1112.0,200,25
-0.047,-2003.72,1112.0,200,25
-0.046,-1980.09,1112.0,200,25
-0.046,-1958.73,1112.0,200,25
-0.046,-1938.53,1112.0,200,25
-0.046,-1924.88,1112.0,200,25
-0.045,-1918.44,1112.0,200,25
-0.045,-1912.11,1112.0,200,25
-0.043,-1894.36,1112.0,200,25
-0.041,-1860.61,1112.0,200,25
-0.039,-1817.29,1112.0,200,25
-0.037,-1773.75,1112.0,200,25
-0.036,-1741.81,1112.0,200,25
-0.035,-1720.93,1112.0,200,25
-0.035,-1707.53,1112.0,200,25
-0.035,-1681.71,1112.0,200,25
-0.034,-1631.9,1112.0,200,25
-0.032,-1566.59,1112.0,200,25
-0.031,-1503.18,1112.0,200,25
-0.029,-1454.13,1112.0,200,25
-0.028,-1422.95,1112.0,200,25
-0.027,-1405.75,1112.0,200,25
-0.026,-1385.97,1112.0,200,25
-0.025,-1367.82,1112.0,200,25
-0.024,-1344.0,1112.0,200,25
-0.023,-1305.2,1112.0,200,25
-0.022,-1247.68,1112.0,200,25
-0.021,-1173.66,1112.0,200,25
-0.019,-1084.28,1112.0,200,25
-0.018,-996.27,1112.0,200,25
-0.017,-928.03,1112.0,200,25
-0.016,-895.65,1112.0,200,25
-0.016,-897.9,1112.0,200,25
-0.016,-913.7,1112.0,200,25
-0.015,-922.5,1112.0,200,25
-0.014,-911.58,1112.0,200,25
-0.014,-882.86,1112.0,200,25
-0.013,-837.29,1112.0,200,25
-0.012,-775.28,1112.0,200,25
-0.011,-699.41,1112.0,200,25
-0.01,-607.48,1112.0,200,25
-0.008,-505.89,1112.0,200,25
-0.007,-411.91,1112.0,200,25
-0.006,-349.54,1112.0,200,25
-0.006,-329.25,1112.0,200,25
-0.005,-321.63,1112.0,200,25
-0.005,-292.02,1112.0,200,25
-0.003,-224.22,1112.0,200,25
-0.001,-125.69,1112.0,200,25
0.0,-17.66,1112.0,200,25
0.001,78.96,1112.0,200,25
0.002,160.25,1112.0,200,25
0.002,231.4,1112.0,200,25
0.003,301.22,1112.0,200,25
0.003,366.96,1112.0,200,25
0.004,411.23,1112.0,200,25
0.004,430.82,1112.0,200,25
0.005,440.45,1112.0,200,25
0.006,472.86,1112.0,200,25
0.008,543.48,1112.0,200,25
0.009,644.33,1112.0,200,25
0.011,750.78,1112.0,200,25
0.012,843.3,1112.0,200,25
0.012,905.16,1112.0,200,25
0.012,939.85,1112.0,200,25
0.012,961.73,1112.0,200,25
0.012,982.16,1112.0,200,25
0.012,1011.04,1112.0,200,25
0.013,1042.09,1112.0,200,25
0.014,1076.4,1112.0,200,25
0.015,1113.21,1112.0,200,25
0.017,1156.67,1112.0,200,25
0.018,1202.26,1112.0,200,25
0.018,1232.51,1112.0,200,25
0.018,1244.32,1112.0,200,25
0.018,1242.52,1112.0,200,25
0.018,1255.19,1112.0,200,25
0.019,1309.31,1112.0,200,25
0.021,1406.18,1112.0,200,25
0.023,1523.02,1112.0,200,25
0.026,1630.28,1112.0,200,25
0.028,1710.29,1112.0,200,25
0.029,1758.61,1112.0,200,25
0.03,1779.25,1112.0,200,25
0.031,1776.82,1112.0,200,25
0.03,1762.13,1112.0,200,25
0.03,1750.43,1112.0,200,25
0.03,1759.95,1112.0,200,25
0.031,1804.09,1112.0,200,25
0.033,1883.2,1112.0,200,25
0.035,1989.89,1112.0,200,25
0.038,2093.83,1112.0,200,25
0.041,2175.03,1112.0,200,25
0.044,2222.64,1112.0,200,25
0.045,2247.47,1112.0,200,25
0.047,2265.51,1112.0,200,25
0.048,2295.87,1112.0,200,25
0.05,2330.45,1112.0,200,25
0.051,2373.26,1112.0,200,25
0.053,2414.62,1112.0,200,25
0.053,2455.5,1112.0,200,25
0.054,2491.43,1112.0,200,25
0.054,2513.27,1112.0,200,25
0.054,2512.08,1112.0,200,25
0.053,2482.5,1112.0,200,25
0.053,2439.92,1112.0,200,25
0.053,2401.06,1112.0,200,25
0.055,2383.83,1112.0,200,25
0.056,2388.4,1112.0,200,25
0.058,2411.49,1112.0,200,25
0.06,2445.64,1112.0,200,25
0.061,2483.38,1112.0,200,25
0.062,2526.45,1112.0,200,25
0.063,2562.27,1112.0,200,25
0.063,2584.53,1112.0,200,25
0.064,2586.79,1112.0,200,25
0.065,2574.68,1112.0,200,25
0.066,2564.14,1112.0,200,25
0.068,2560.43,1112.0,200,25
0.071,2556.23,1112.0,200,25
0.073,2545.68,1112.0,200,25
0.075,2535.41,1112.0,200,25
0.075,2531.44,1112.0,200,25
0.074,2544.34,1112.0,200,25
0.074,2568.21,1112.0,200,25
0.073,2595.4,1112.0,200,25
0.073,2604.64,1112.0,200,25
0.072,2595.32,1112.0,200,25
0.072,2578.81,1112.0,200,25
0.074,2566.23,1112.0,200,25
0.076,2554.65,1112.0,200,25
0.078,2538.37,1112.0,200,25
0.08,2517.91,1112.0,200,25
0.081,2505.25,1112.0,200,25
0.081,2513.56,1112.0,200,25
0.081,2542.41,1112.0,200,25
0.082,2580.87,1112.0,200,25
0.083,2609.56,1112.0,200,25
0.085,2615.93,1112.0,200,25
0.087,2609.92,1112.0,200,25
0.088,2592.63,1112.0,200,25
0.091,2568.9,1112.0,200,25
0.092,2535.06,1112.0,200,25
0.093,2503.57,1112.0,200,25
0.093,2486.44,1112.0,200,25
0.092,2493.62,1112.0,200,25
0.092,2526.35,1112.0,200,25
0.093,2567.81,1112.0,200,25
0.095,2596.49,1112.0,200,25
0.096,2602.89,1112.0,200,25
0.099,2591.12,1112.0,200,25
0.1,2570.6,1112.0,200,25
0.101,2547.63,1112.0,200,25
0.101,2518.35,1112.0,200,25
0.101,2489.22,1112.0,200,25
0.102,2473.54,1112.0,200,25
0.104,2481.04,1112.0,200,25
0.105,2514.37,1112.0,200,25
0.107,2546.14,1112.0,200,25
0.11,2563.74,1112.0,200,25
0.112,2565.22,1112.0,200,25
0.114,2549.61,1112.0,200,25
0.114,2527.82,1112.0,200,25
0.114,2508.05,1112.0,200,25
0.114,2482.35,1112.0,200,25
0.113,2455.28,1112.0,200,25
0.113,2435.24,1112.0,200,25
0.113,2434.42,1112.0,200,25
0.114,2456.97,1112.0,200,25
0.116,2489.18,1112.0,200,25
0.118,2517.64,1112.0,200,25
0.12,2528.97,1112.0,200,25
0.122,2522.83,1112.0,200,25
0.122,2506.53,1112.0,200,25
0.122,2484.52,1112.0,200,25
0.123,2458.56,1112.0,200,25
0.123,2428.57,1112.0,200,25
0.124,2411.04,1112.0,200,25
0.125,2416.69,1112.0,200,25
0.128,2446.4,1112.0,200,25
0.13,2489.68,1112.0,200,25
0.132,2524.38,1112.0,200,25
0.133,2540.56,1112.0,200,25
0.133,2541.38,1112.0,200,25
0.132,2533.46,1112.0,200,25
0.132,2513.76,1112.0,200,25
0.13,2484.71,1112.0,200,25
0.131,2449.59,1112.0,200,25
0.132,2421.57,1112.0,200,25
0.133,2416.05,1112.0,200,25
0.134,2438.21,1112.0,200,25
0.136,2479.28,1112.0,200,25
0.138,2517.32,1112.0,200,25
0.14,2539.92,1112.0,200,25
0.141,2544.8,1112.0,200,25
0.141,2533.26,1112.0,200,25
0.141,2509.91,1112.0,200,25
0.141,2479.39,1112.0,200,25
0.141,2447.79,1112.0,200,25
0.141,2428.14,1112.0,200,25
0.142,2431.24,1112.0,200,25
0.141,2456.81,1112.0,200,25
0.142,2496.53,1112.0,200,25
0.142,2528.89,1112.0,200,25
0.142,2541.01,1112.0,200,25
0.142,2534.38,1112.0,200,25
0.142,2514.63,1112.0,200,25
0.143,2487.82,1112.0,200,25
0.142,2454.0,1112.0,200,25
0.143,2422.49,1112.0,200,25
0.144,2401.46,1112.0,200,25
